,bitcoin,ethereum,tether,dogecoin,usd coin,bitcoin_Close_x,ethereum_Close_x,tether_Close_x,bitcoin_Close_y,ethereum_Close_y,tether_Close_y,dogecoin_Close_x,bitcoin_Close,ethereum_Close,tether_Close,dogecoin_Close_y
2017-11-09,10.0,13.0,29.0,0.0,12.0,7143.580078125,320.8840026855469,1.008180022239685,7143.580078125,320.8840026855469,1.008180022239685,0.0014149999478831887,7143.580078125,320.8840026855469,1.008180022239685,0.0014149999478831887
2017-11-10,13.0,11.0,22.0,0.0,19.0,6618.14013671875,299.25299072265625,1.0060100555419922,6618.14013671875,299.25299072265625,1.0060100555419922,0.0011630000080913305,6618.14013671875,299.25299072265625,1.0060100555419922,0.0011630000080913305
2017-11-11,12.0,10.0,24.0,0.0,8.0,6357.60009765625,314.6809997558594,1.0089900493621826,6357.60009765625,314.6809997558594,1.0089900493621826,0.0012009999481961131,6357.60009765625,314.6809997558594,1.0089900493621826,0.0012009999481961131
2017-11-12,15.0,10.0,26.0,0.0,13.0,5950.06982421875,307.9079895019531,1.012470006942749,5950.06982421875,307.9079895019531,1.012470006942749,0.0010379999876022339,5950.06982421875,307.9079895019531,1.012470006942749,0.0010379999876022339
2017-11-13,12.0,10.0,20.0,0.0,13.0,6559.490234375,316.71600341796875,1.0093499422073364,6559.490234375,316.71600341796875,1.0093499422073364,0.0012110000243410468,6559.490234375,316.71600341796875,1.0093499422073364,0.0012110000243410468
2017-11-14,10.0,10.0,26.0,0.0,11.0,6635.75,337.6310119628906,1.0068299770355225,6635.75,337.6310119628906,1.0068299770355225,0.0011840000515803695,6635.75,337.6310119628906,1.0068299770355225,0.0011840000515803695
2017-11-15,10.0,10.0,28.0,0.0,9.0,7315.5400390625,333.35699462890625,1.0031800270080566,7315.5400390625,333.35699462890625,1.0031800270080566,0.0013389999512583017,7315.5400390625,333.35699462890625,1.0031800270080566,0.0013389999512583017
2017-11-16,11.0,9.0,24.0,0.0,16.0,7871.68994140625,330.92401123046875,1.002120018005371,7871.68994140625,330.92401123046875,1.002120018005371,0.0013899999903514981,7871.68994140625,330.92401123046875,1.002120018005371,0.0013899999903514981
2017-11-17,14.0,11.0,26.0,0.0,14.0,7708.990234375,332.3940124511719,1.001389980316162,7708.990234375,332.3940124511719,1.001389980316162,0.0013129999861121178,7708.990234375,332.3940124511719,1.001389980316162,0.0013129999861121178
2017-11-18,11.0,10.0,31.0,0.0,16.0,7790.14990234375,347.61199951171875,1.002310037612915,7790.14990234375,347.61199951171875,1.002310037612915,0.0013729999773204327,7790.14990234375,347.61199951171875,1.002310037612915,0.0013729999773204327
2017-11-19,10.0,13.0,27.0,0.0,7.0,8036.490234375,354.385986328125,1.0024399757385254,8036.490234375,354.385986328125,1.0024399757385254,0.0013760000001639128,8036.490234375,354.385986328125,1.0024399757385254,0.0013760000001639128
2017-11-20,12.0,13.0,32.0,0.0,12.0,8200.6396484375,366.7300109863281,1.0019199848175049,8200.6396484375,366.7300109863281,1.0019199848175049,0.0013940000208094716,8200.6396484375,366.7300109863281,1.0019199848175049,0.0013940000208094716
2017-11-21,13.0,15.0,74.0,0.0,17.0,8071.259765625,360.4010009765625,0.9960470199584961,8071.259765625,360.4010009765625,0.9960470199584961,0.0013889999827370048,8071.259765625,360.4010009765625,0.9960470199584961,0.0013889999827370048
2017-11-22,11.0,12.0,34.0,0.0,16.0,8253.5498046875,380.6520080566406,1.0001499652862549,8253.5498046875,380.6520080566406,1.0001499652862549,0.0018230000277981162,8253.5498046875,380.6520080566406,1.0001499652862549,0.0018230000277981162
2017-11-23,10.0,23.0,23.0,0.0,11.0,8038.77001953125,410.1659851074219,0.9946309924125671,8038.77001953125,410.1659851074219,0.9946309924125671,0.0018909999635070562,8038.77001953125,410.1659851074219,0.9946309924125671,0.0018909999635070562
2017-11-24,10.0,27.0,27.0,0.0,12.0,8253.6904296875,474.9110107421875,1.00232994556427,8253.6904296875,474.9110107421875,1.00232994556427,0.0019079999765381217,8253.6904296875,474.9110107421875,1.00232994556427,0.0019079999765381217
2017-11-25,11.0,24.0,28.0,0.0,18.0,8790.919921875,466.2760009765625,1.0054099559783936,8790.919921875,466.2760009765625,1.0054099559783936,0.0020719999447464943,8790.919921875,466.2760009765625,1.0054099559783936,0.0020719999447464943
2017-11-26,17.0,21.0,26.0,0.0,23.0,9330.5498046875,471.3299865722656,1.008679986000061,9330.5498046875,471.3299865722656,1.008679986000061,0.0020260000601410866,9330.5498046875,471.3299865722656,1.008679986000061,0.0020260000601410866
2017-11-27,25.0,25.0,28.0,0.0,22.0,9818.349609375,480.3550109863281,1.001289963722229,9818.349609375,480.3550109863281,1.001289963722229,0.001988000003620982,9818.349609375,480.3550109863281,1.001289963722229,0.001988000003620982
2017-11-28,31.0,27.0,34.0,0.0,27.0,10058.7998046875,472.9020080566406,1.0001399517059326,10058.7998046875,472.9020080566406,1.0001399517059326,0.002363000065088272,10058.7998046875,472.9020080566406,1.0001399517059326,0.002363000065088272
2017-11-29,56.0,42.0,41.0,0.0,32.0,9888.6103515625,427.52301025390625,0.9906060099601746,9888.6103515625,427.52301025390625,0.9906060099601746,0.0020800000056624413,9888.6103515625,427.52301025390625,0.9906060099601746,0.0020800000056624413
2017-11-30,45.0,30.0,23.0,0.0,24.0,10233.599609375,447.114013671875,1.0081000328063965,10233.599609375,447.114013671875,1.0081000328063965,0.002078999998047948,10233.599609375,447.114013671875,1.0081000328063965,0.002078999998047948
