open,high,low,close,volume,trade_count,vwap,return,lagged_return
210.21,210.52,209.97,210.21,1066624,7362,210.282722,-0.15673981191222097,0.009500285008545717
210.41,210.41,209.32,210.0,1577523,9301,209.824248,0.09514295228580938,-0.15673981191222097
210.27,211.4,209.91,211.4,1827924,9862,210.825566,-0.06653676156075372,0.09514295228580938
211.45,212.21,211.27,211.91,2314011,13282,211.807276,0.5611832405954198,-0.06653676156075372
211.86,212.205,211.64,211.86,1922998,7873,211.966648,0.19389926696620208,0.5611832405954198
211.33,211.78,211.17,211.37,2095011,9858,211.508273,-0.2501652034362367,0.19389926696620208
211.69,211.92,211.14,211.72,1545878,10394,211.619081,0.17034969005820244,-0.2501652034362367
211.62,212.699,211.39,211.86,2030336,11314,211.925035,-0.03306722093626702,0.17034969005820244
212.29,213.07,211.59,212.67,4271113,27704,212.400393,0.316605235800016,-0.03306722093626702
212.46,212.78,211.88,212.4,3682286,23180,212.28041,0.08007913702954284,0.316605235800016
212.8,213.39,212.75,213.37,2426866,13819,213.050893,0.16003012331733402,0.08007913702954284
213.78,214.0,212.98,213.84,5423128,23654,213.580894,0.4605263157894779,0.16003012331733402
212.89,213.8,212.75,213.69,2571814,15125,213.432735,-0.4163158387126997,0.4605263157894779
213.33,213.58,212.82,213.56,2371973,12701,213.232289,0.20667950584809525,-0.4163158387126997
214.36,215.01,214.08,214.92,2103348,11210,214.661022,0.48282004406319246,0.20667950584809525
214.89,215.07,214.37,214.4,1762126,10314,214.731589,0.24724762082477536,0.48282004406319246
214.65,214.67,213.64,213.89,2129397,11779,214.07827,-0.11168504816416736,0.24724762082477536
214.08,214.29,213.66,213.73,2697075,12934,213.948189,-0.2655485674353586,-0.11168504816416736
213.44,213.95,213.0644,213.74,1346820,9670,213.548895,-0.2989536621823663,-0.2655485674353586
214.29,214.76,213.53,213.87,1940386,12342,214.099796,0.3982383808095902,-0.2989536621823663
213.71,214.13,212.87,212.93,1981594,12889,213.459429,-0.2706612534415953,0.3982383808095902
213.58,214.53,213.58,214.24,4693745,17423,213.858616,-0.06083009686023155,-0.2706612534415953
214.52,214.55,211.7,212.61,4372622,23958,212.955172,0.4401161157411737,-0.06083009686023155
213.15,213.99,212.97,213.24,2216645,14678,213.52191,-0.6386350922990891,0.4401161157411737
213.95,215.38,213.88,214.49,2135037,14186,214.807911,0.37532254281023025,-0.6386350922990891
214.74,214.83,213.83,214.58,1799148,11601,214.433832,0.3692451507361527,0.37532254281023025
214.09,214.2458,212.94,213.14,2298846,13303,213.540127,-0.3026916270839175,0.3692451507361527
213.54,214.1599,213.42,214.05,1326523,9094,213.861679,-0.25690130319024895,-0.3026916270839175
213.68,214.3453,213.54,213.99,1156694,8041,214.091424,0.06556148730918476,-0.25690130319024895
213.91,214.2944,212.68,213.98,1577622,9662,213.791228,0.10763758891800812,0.06556148730918476
214.98,215.7,214.89,215.23,2103369,13071,215.275277,0.5002103688467097,0.10763758891800812
215.3,215.56,215.0,215.46,1587377,8102,215.391551,0.14885105591218029,0.5002103688467097
215.3,216.68,215.11,216.26,2395456,12847,216.054848,0.0,0.14885105591218029
216.31,216.4898,216.04,216.22,2291048,7709,216.246812,0.46911286576869493,0.0
215.66,215.81,214.63,215.7,2247531,12833,215.287022,-0.3004946604410308,0.46911286576869493
215.89,216.34,215.66,216.32,1785904,10931,216.040504,0.10664935546693677,-0.3004946604410308
216.57,216.58,215.7101,216.19,1372015,8712,216.177167,0.3149752188614574,0.10664935546693677
215.29,215.55,214.76,215.53,2223698,12830,215.222052,-0.591032922380752,0.3149752188614574
215.51,215.51,214.681,215.09,1459554,8121,215.05902,0.10218774676018505,-0.591032922380752
216.5,216.52,215.49,215.86,1924172,11342,216.024113,0.4593754350146195,0.10218774676018505
216.81,217.16,216.56,216.81,2040987,11479,216.919411,0.14318706697460382,0.4593754350146195
217.28,217.75,216.63,217.72,3202399,23503,217.257534,0.21677966883446587,0.14318706697460382
217.53,218.16,217.3,218.02,2305036,10494,217.716413,0.11505891016201364,0.21677966883446587
218.67,219.03,218.49,218.7,1764971,11620,218.788603,0.5240656461177773,0.11505891016201364
219.8,219.8,219.15,219.37,2307069,15609,219.444125,0.5167604152375826,0.5240656461177773
219.83,220.13,219.44,219.89,3063290,16784,219.731202,0.01364877161056377,0.5167604152375826
219.93,220.23,219.72,220.06,2496380,15928,220.002358,0.04548969658371149,0.01364877161056377
220.64,220.67,220.03,220.57,1877667,13482,220.394198,0.3228299913608845,0.04548969658371149
220.75,220.98,220.6,220.85,1902799,9589,220.826042,0.04985496736766848,0.3228299913608845
220.8,221.68,220.4411,220.69,3623872,17847,220.994026,0.022650056625139747,0.04985496736766848
220.33,220.61,219.96,220.5,3555795,19977,220.306469,-0.2128623188405787,0.022650056625139747
219.81,219.897,218.55,218.6,7832649,34748,219.644289,-0.23600962193074393,-0.2128623188405787
218.76,219.22,218.52,218.7,4944487,19848,218.740771,-0.4776852736454229,-0.23600962193074393
219.88,220.285,219.81,219.97,2605013,15321,220.070125,0.5119765953556454,-0.4776852736454229
220.58,220.58,219.86,220.16,1835715,13296,220.157218,0.3183554666181587,0.5119765953556454
220.7,221.1,220.28,220.47,2476059,13810,220.585319,0.054402031009148644,0.3183554666181587
220.01,220.07,217.77,217.81,3535775,24555,218.833401,-0.3126415949252337,0.054402031009148644
216.99,217.66,216.15,216.53,4468542,27928,216.909634,-1.3726648788691342,-0.3126415949252337
216.46,216.92,215.73,216.74,3467166,14278,216.437613,-0.24425088713765364,-1.3726648788691342
217.41,218.85,217.3,218.69,2423241,14079,218.214295,0.4388801626166394,-0.24425088713765364
218.01,218.46,217.84,217.92,3660164,15402,218.432625,0.27597626604112246,0.4388801626166394
218.55,218.55,217.46,217.66,1934354,14044,217.868252,0.2476950598596428,0.27597626604112246
218.26,218.93,218.0,218.04,2373252,15258,218.376342,-0.1326927476550055,0.2476950598596428
218.5,218.58,217.53,217.94,1425032,9690,217.796325,0.10996059745258524,-0.1326927476550055
216.68,218.76,216.62,218.59,2013316,14881,217.968472,-0.8329519450800849,0.10996059745258524
218.75,219.16,218.39,218.93,1804147,12221,218.805607,0.955325826103004,-0.8329519450800849
219.53,219.89,219.12,219.52,2173023,14594,219.510595,0.3565714285714394,0.955325826103004
220.13,220.41,219.8329,219.92,2150190,11745,219.996709,0.27331116476108086,0.3565714285714394
219.53,219.53,217.18,217.67,3828558,21707,218.071927,-0.27256621087539123,0.27331116476108086
218.54,218.62,218.04,218.25,1915470,13920,218.346533,-0.45096342185578786,-0.27256621087539123
218.52,218.72,217.68,218.11,1982763,12676,218.059045,-0.009151642719862352,-0.45096342185578786
217.61,218.66,217.52,218.24,2135767,10974,218.253341,-0.4164378546586134,-0.009151642719862352
219.66,220.885,219.58,220.76,3019327,13410,220.574753,0.9420522953908383,-0.4164378546586134
221.32,221.57,221.07,221.42,2073331,12356,221.350363,0.7557133752162493,0.9420522953908383
221.35,221.79,221.2,221.76,1720803,11365,221.505681,0.013555033435741493,0.7557133752162493
221.65,222.43,221.62,222.32,1893733,12405,222.143348,0.1355319629545937,0.013555033435741493
222.02,222.57,221.91,222.45,2377706,10533,222.372364,0.1669298443492062,0.1355319629545937
222.92,223.386,222.67,223.16,1827255,11451,223.188455,0.40536888568596385,0.1669298443492062
223.37,223.67,223.2299,223.58,2042816,7208,223.29808,0.20186614031940664,0.40536888568596385
223.57,223.95,222.95,223.9,1819863,9212,223.534605,0.08953753861304925,0.20186614031940664
223.9,223.97,223.39,223.47,1741370,8941,223.650112,0.14760477702733255,0.08953753861304925
223.29,223.46,222.82,223.2,2448419,9909,223.266573,-0.27244305493524523,0.14760477702733255
223.11,223.43,221.99,222.82,2844322,14041,222.881975,-0.08061265618700686,-0.27244305493524523
223.06,223.5,222.62,222.69,1314501,9005,223.003453,-0.0224104701716743,-0.08061265618700686
223.4,223.52,222.3505,223.12,2381499,12107,223.060944,0.15242535640636046,-0.0224104701716743
222.97,223.77,222.7,223.6,1463204,7780,223.385056,-0.19247985675917567,0.15242535640636046
223.39,223.87,223.13,223.82,2415802,13528,223.514332,0.1883661479122667,-0.19247985675917567
224.19,225.39,224.02,225.24,2611182,16416,224.847085,0.358118089439996,0.1883661479122667
225.74,226.28,225.61,226.24,2510044,11070,225.847848,0.6913778491458134,0.358118089439996
226.39,226.68,226.18,226.41,1747092,9752,226.443324,0.2879418800389777,0.6913778491458134
226.61,227.66,226.4472,227.64,2258473,13713,227.248736,0.09717743716597393,0.2879418800389777
227.38,227.63,227.23,227.55,2090275,11490,227.466302,0.339790830060438,0.09717743716597393
227.89,227.96,227.3399,227.53,1006785,7471,227.607427,0.22429413316913394,0.339790830060438
228.21,228.43,227.64,228.26,1417663,9030,228.054586,0.14041862301987784,0.22429413316913394
228.32,228.64,228.17,228.61,1423568,10477,228.435163,0.048201218176235905,0.14041862301987784
228.49,228.81,228.15,228.33,1307260,8922,228.4536,0.07445690259286764,0.048201218176235905
228.78,228.97,228.51,228.73,1744317,11419,228.741464,0.12692021532669795,0.07445690259286764
229.07,229.53,228.81,229.45,2373390,14701,229.173795,0.12675933210943846,0.12692021532669795
229.71,229.9599,229.52,229.85,1838019,10042,229.724944,0.2793905792989104,0.12675933210943846
231.05,231.68,230.91,231.46,2755370,12587,231.164457,0.5833442166209624,0.2793905792989104
230.81,231.66,230.52,231.65,2305442,12972,231.090795,-0.10387362042848514,0.5833442166209624
232.47,233.13,231.8899,233.13,3278899,16426,232.51826,0.719206273558326,-0.10387362042848514
233.58,233.58,232.6099,232.65,2325057,12566,233.113076,0.47748096528585915,0.719206273558326
234.11,234.7,233.96,234.29,3300482,18391,234.340006,0.22690298826955058,0.47748096528585915
234.45,234.45,232.35,233.16,3813292,21419,233.352214,0.14523087437527948,0.22690298826955058
233.91,234.42,233.75,233.85,2581497,13862,234.110863,-0.23032629558541462,0.14523087437527948
233.95,234.33,233.36,234.17,2944240,17493,234.012733,0.017100594245644807,-0.23032629558541462
233.52,234.14,233.15,233.33,2672543,15985,233.593047,-0.18379995725581466,0.017100594245644807
233.64,233.91,233.2,233.63,1772053,11797,233.582461,0.051387461459384554,-0.18379995725581466
234.87,235.02,233.73,234.19,2675736,16042,234.430436,0.5264509501797798,0.051387461459384554
234.21,235.17,233.32,234.96,2459622,15781,234.298725,-0.2810065142419216,0.5264509501797798
235.38,235.39,234.64,235.18,2574404,16586,235.093265,0.49955168438580166,-0.2810065142419216
235.23,235.59,235.09,235.41,2550046,16193,235.396922,-0.06372673973999987,0.49955168438580166
235.7,235.88,234.69,235.42,2390702,13874,235.332979,0.1998044467117266,-0.06372673973999987
235.37,235.61,234.97,235.46,1531925,10997,235.343754,-0.14000848536274146,0.1998044467117266
234.69,235.28,233.16,234.72,4225161,24096,234.429971,-0.2889068275481188,-0.14000848536274146
234.44,234.67,234.1001,234.43,2507020,15561,234.378496,-0.10652349908389924,-0.2889068275481188
233.66,234.7801,233.63,234.66,2453682,13782,234.488089,-0.3327077290564806,-0.10652349908389924
233.97,234.35,232.91,234.28,2566475,16659,233.890102,0.13267140289310309,-0.3327077290564806
233.16,233.67,232.65,232.96,2823668,17801,233.119804,-0.34619823054238275,0.13267140289310309
234.22,235.2759,234.19,234.91,2933404,16757,234.740838,0.4546234345513822,-0.34619823054238275
233.74,233.97,233.36,233.39,3483299,20182,233.600892,-0.20493553069762527,0.4546234345513822
233.66,234.37,233.42,234.15,2056579,13732,234.108123,-0.03422606314709142,-0.20493553069762527
235.17,235.99,235.1,235.73,2749918,18398,235.692729,0.6462381237695825,-0.03422606314709142
236.06,236.06,234.95,235.17,2860767,14790,235.501316,0.37844963218098826,0.6462381237695825
235.56,235.87,235.41,235.47,1435533,8576,235.614796,-0.21181055663814785,0.37844963218098826
235.5,236.33,235.39,235.73,2329453,12876,235.846386,-0.025471217524197787,-0.21181055663814785
236.35,238.44,236.23,238.34,4844535,36287,237.271909,0.36093418259022236,-0.025471217524197787
239.15,239.65,238.77,239.42,3376113,23172,239.220454,1.184683731753755,0.36093418259022236
240.69,243.49,240.41,242.84,6586846,41313,242.274325,0.6439473134016271,1.184683731753755
243.14,243.435,239.41,242.45,9535179,59258,242.01984,1.0179068511363187,0.6439473134016271
245.21,245.57,243.07,243.11,6568051,36069,244.563393,0.8513613555976018,1.0179068511363187
243.78,243.79,241.77,242.01,4925646,24036,242.811399,-0.5831736062966497,0.8513613555976018
241.73,242.5127,241.55,241.62,3976102,17997,241.957043,-0.8409221429157454,-0.5831736062966497
241.29,242.87,241.101,242.36,2718309,13745,242.076491,-0.1820212633930396,-0.8409221429157454
243.19,243.63,242.58,243.62,2704331,16326,243.168197,0.787434207799742,-0.1820212633930396
243.77,244.236,243.5,244.17,1857822,12453,243.933776,0.23849664871089526,0.787434207799742
244.93,245.87,244.8,245.44,3282365,19412,245.47257,0.4758583911063763,0.23849664871089526
245.69,246.99,245.65,246.3,3748662,22147,246.476526,0.31029273670026836,0.4758583911063763
246.89,247.0699,245.47,245.57,4713278,23580,245.990833,0.48842036712930526,0.31029273670026836
246.21,246.7,245.82,246.25,5862957,22175,246.363017,-0.2754263032119453,0.48842036712930526
248.1,248.541,247.5299,247.79,3285720,21719,247.970404,0.7676373827220528,-0.2754263032119453
248.31,248.34,246.94,247.4,2773574,18726,247.472911,0.08464328899637774,0.7676373827220528
248.33,248.3989,246.76,247.07,2401391,18468,247.422137,0.008054448068950393,0.08464328899637774
247.73,248.29,247.4201,247.66,2446655,16039,247.859075,-0.24161398139572743,0.008054448068950393
247.5,247.61,246.97,247.4,1847085,14336,247.282696,-0.09284301457230804,-0.24161398139572743
246.94,247.585,246.88,247.25,2156672,17353,247.1968,-0.22626262626262994,-0.09284301457230804
247.15,247.686,247.1,247.48,2930353,23230,247.428321,0.08504090062364522,-0.22626262626262994
247.94,248.19,247.77,248.13,2743299,16430,247.880904,0.3196439409265617,0.08504090062364522
248.61,248.61,247.17,247.38,2951804,20719,247.879169,0.2702266677422127,0.3196439409265617
248.34,248.47,247.2256,248.02,4454880,29927,247.801925,-0.10860383733558576,0.2702266677422127
248.32,249.22,248.07,248.95,5528696,28700,248.742697,-0.008053475074498717,-0.10860383733558576
249.96,250.92,249.62,250.6,4932900,31853,250.397016,0.6604381443299001,-0.008053475074498717
251.35,252.85,250.97,252.72,3349262,23975,251.843701,0.5560889742358688,0.6604381443299001
252.75,252.97,252.22,252.59,3847547,26737,252.652272,0.5569922418937834,0.5560889742358688
253.2,254.29,252.724,253.82,5031362,26727,253.482972,0.17804154302669684,0.5569922418937834
253.17,253.9311,252.45,253.62,2357613,18067,253.31557,-0.011848341232223447,0.17804154302669684
254.0,255.67,253.85,255.61,2760594,18574,254.874393,0.3278429513765557,-0.011848341232223447
256.63,257.97,256.48,257.91,3678352,24740,257.434788,1.035433070866132,0.3278429513765557
260.27,260.7499,256.91,257.81,8105328,50069,258.817451,1.41838444453104,1.035433070866132
259.26,261.19,258.5425,261.08,6144372,41758,259.877292,-0.38805855457793026,1.41838444453104
261.23,261.32,259.38,260.16,4860173,32311,260.42566,0.7598549718429437,-0.38805855457793026
260.05,260.55,259.27,260.54,4057553,24192,259.95721,-0.4517092217586116,0.7598549718429437
259.7,262.01,259.63,261.98,3359873,27680,261.008784,-0.1345895020188559,-0.4517092217586116
261.83,262.29,261.275,261.87,3483296,23389,261.887455,0.8201771274547465,-0.1345895020188559
263.0,263.76,260.8701,262.57,7106406,44268,262.506423,0.4468548294695118,0.8201771274547465
263.58,264.3901,262.42,263.75,5918939,35404,263.398407,0.22053231939163087,0.4468548294695118
264.32,265.93,264.05,265.91,3861681,25452,264.843987,0.28074967751725577,0.22053231939163087
265.56,265.9,264.12,264.16,4605550,31710,264.956737,0.4691283292978188,0.28074967751725577
261.48,262.44,260.09,260.62,9409619,61994,261.418083,-1.5363759602349703,0.4691283292978188
263.0,263.16,260.29,261.44,5369895,37883,261.734059,0.5813064096680254,-1.5363759602349703
259.77,262.9,259.77,261.62,5182031,44874,261.487268,-1.2281368821292826,0.5813064096680254
259.61,259.85,254.73,254.93,9486622,74007,257.367164,-0.06159294760749168,-1.2281368821292826
251.93,255.02,239.06,243.27,19886012,133304,249.216948,-2.958283579214982,-0.06159294760749168
237.9,249.33,237.54,248.96,20493183,125198,243.88101,-5.56900726392252,-2.958283579214982
248.5,252.79,247.57,248.76,12682027,69379,250.001326,4.455653635981505,-5.56900726392252
248.96,249.08,238.5,238.67,15829140,104644,245.043199,0.18511066398390064,4.455653635981505
241.41,244.03,233.76,242.03,19858511,123394,239.029035,-3.032615681233941,0.18511066398390064
244.15,247.85,243.0646,246.17,10470579,65903,244.883869,1.1349985501843296,-3.032615681233941
245.04,247.25,244.33,246.57,6234059,32990,245.8478,0.36453000204792474,1.1349985501843296
245.22,249.49,245.04,249.3,5763970,33386,247.386042,0.07345739471107393,0.36453000204792474
251.7,252.5,248.49,252.5,6111474,40754,251.072721,2.6425250795204303,0.07345739471107393
251.43,254.12,251.2,251.96,6399108,42381,252.56991,-0.10727056019069758,2.6425250795204303
250.44,251.5863,248.59,249.35,8686351,40277,250.809864,-0.39374776279680335,-0.10727056019069758
249.6,252.51,247.71,247.72,5894792,38568,250.268659,-0.33540967896502627,-0.39374776279680335
248.57,251.36,248.5328,249.49,6342316,39648,249.756214,-0.4126602564102577,-0.33540967896502627
250.87,252.95,250.05,252.91,5118986,32451,251.5525,0.9252926740958234,-0.4126602564102577
254.43,257.18,253.96,256.92,6121073,34770,255.506511,1.4190616654043975,0.9252926740958234
257.1,257.86,253.92,253.96,7219248,41410,256.392392,1.049404551350075,1.4190616654043975
255.18,255.77,250.2,250.2,5316152,34213,253.261179,-0.7467911318553178,1.049404551350075
250.21,251.87,244.37,245.98,8141862,50469,247.982616,-1.947644799749193,-0.7467911318553178
243.5,245.92,242.16,245.35,6396085,43303,243.858912,-2.6817473322409247,-1.947644799749193
243.84,249.63,243.8,248.84,4891001,31876,247.056943,0.13963039014373013,-2.6817473322409247
250.18,250.18,247.05,248.84,4408519,26980,248.496332,2.6000656167979086,0.13963039014373013
245.81,248.58,245.4,248.11,5362820,31518,247.071575,-1.7467423455112319,2.6000656167979086
249.13,249.705,247.22,249.14,5846643,28166,248.433755,1.3506366705992479,-1.7467423455112319
250.85,253.56,250.34,253.56,3904035,25179,252.159672,0.6904026010516651,1.3506366705992479
254.07,254.72,251.7002,251.96,5512791,24225,253.128173,1.2836356388279846,0.6904026010516651
253.1,253.97,249.65,250.22,6100856,35852,251.980757,-0.3817845475656334,1.2836356388279846
